name,material_type,seating_type,speed,height,length,num_inversions,manufacturer,park,status,,
N/A,Steel,Sit Down,0,0,0,0,na,Shaoxing Jinghu Theme Park,status.announced,,
Forest Trains,Steel,Sit Down,0,0,0,0,Zamperla,Gyeongnam Mason Robotland,status.operating,,
Rapid Train,Steel,Sit Down,90,35,680,4,Zamperla,Gyeongnam Mason Robotland,status.operating,,
Heaven's Wing,na,Wing,,,,6,B&M,Huayi Brothers Movie World,status.operating,,
unknown,na,Spinning,,,,,Beijing Jiuhua,Huayi Brothers Movie World,status.operating,,
unknown,na,Sit Down,,,,,Golden Horse,Huayi Brothers Movie World,status.operating,,
Alien vs Predator,Steel,Sit Down,0,0,0,0,na,20th Century Fox World,status.announced,,
Sons of Anarchy & Weyland Yutani,Steel,Sit Down,0,0,0,0,na,20th Century Fox World,status.announced,,
Wings Over Rio,Steel,Sit Down,0,0,0,0,na,20th Century Fox World,status.announced,,
N/A,na,Sit Down,0,0,0,0,na,20th Century Fox World,status.announced,,
Launch Coaster,Steel,Sit Down,135,60,930,1,S&S,Sun Tzu Cultural Park,status.construction,,
Mine Car,na,Sit Down,,,,,Golden Horse,Sun Tzu Cultural Park,status.operating,,
Flying Coaster,Steel,Flying,41,19,390,2,Zamperla,Genting Theme Park,status.closed.definitely,,
Corkscrew,na,Sit Down,64,22,731,2,Vekoma,Genting Theme Park,status.closed.definitely,,
Broken Rail Coaster,na,Sit Down,,,,,Golden Horse,Great Xingdong Tourist World,status.operating,,
Column Spin Block,na,Spinning,,,,,Golden Horse,Great Xingdong Tourist World,status.operating,,
Eleventh Roller Coaster,Steel,Sit Down,,,1050,11,Hebei Zhongye,Great Xingdong Tourist World,status.construction,,
Family Roller Coaster,na,Sit Down,,,,,Golden Horse,Great Xingdong Tourist World,status.operating,,
Hanging Roller Coaster,na,Inverted,88,39,695,4,Golden Horse,Great Xingdong Tourist World,status.operating,,
Mine Roller Coaster,na,Sit Down,,,,0,Golden Horse,Great Xingdong Tourist World,status.construction,,
Motor Coaster,na,Motorbike,,,,,Golden Horse,Great Xingdong Tourist World,status.operating,,
Super Spinning Coaster,na,Spinning,,18,392,0,Golden Horse,Great Xingdong Tourist World,status.operating,,
Vertical Roller Coaster,na,Sit Down,102,60,820,1,Golden Horse,Great Xingdong Tourist World,status.operating,,
Spinning Coaster,na,Sit Down,,,,,SBF,Vinpearl Land Hội An,status.operating,,
Speed Coaster,na,Sit Down,,,,,na,Vinpearl Land Hội An,status.operating,,
Fruit Worm Coaster,na,Sit Down,,,,,na,Oriental Heritage Jinan,status.operating,,
unknown,na,Sit Down,,,,,Golden Horse,Oriental Heritage Jinan,status.operating,,
Oscar's Wacky Taxi,Wooden,Sit Down,,12,366,,Gravity Group,Sesame Place,status.operating,,
Vapor Trail,na,Sit Down,43,17,396,,Vekoma,Sesame Place,status.operating,,
Non Renseigné,na,Sit Down,0,0,0,0,SBF,Parc de la Récréation,status.announced,,
Non Renseigné,na,Sit Down,0,0,600,0,na,Parc de la Récréation,status.announced,,
Dawson Duel (Right),na,Alpine,40,25,490,0,Wiegand,Bellewaerde,status.operating,,
Dawson Duel (Left),na,Alpine,40,25,490,0,Wiegand,Bellewaerde,status.operating,,
Trapper Slider,na,Alpine,,,1250,0,Wiegand,Fort Fun Abenteuerland,status.operating,,
Coco Beach,na,Sit Down,0,0,0,0,S.D.C.,Foire,status.announced,,
Bruco Mela,Steel,Sit Down,,4,120,0,Fabbri,Safari Park,status.operating,,
Gemini (Red),Hybrid,Sit Down,96,38,1200,0,Arrow,Cedar Point,status.operating,,
Jijig Galzo Holgana,Steel,Sit Down,,,,0,na,Nairamdal Park,status.operating,,
Toirog Zam,Steel,Sit Down,,,,4,Hebei Zhongye,Nairamdal Park,status.operating,,
Bobovka,na,Alpine,,,775,0,Wiegand,Bobovka u mlýna,status.operating,,
Bobová Dráha,na,Alpine,,,965,0,Wiegand,Heipark,status.operating,,
Luge,na,Alpine,35,,610,0,Wiegand,Parc d'Olhain,status.operating,,
Luge,na,Alpine,,,570,0,Wiegand,Normandie Luge,status.operating,,
Wiz Luge,na,Alpine,,,723,0,Wiegand,Les 7 Laux,status.operating,,
Luge Alpine,na,Alpine,,,410,0,Wiegand,Plan Incliné,status.operating,,
Schlitte Mountain,na,Alpine,,,460,0,Wiegand,La Bresse,status.operating,,
Luge sur rail,na,Alpine,,,735,0,Wiegand,Markstein,status.operating,,
Luge sur rails,na,Alpine,,,755,0,Wiegand,Monts Jura,status.operating,,
Luge sur rail,na,Alpine,,,700,0,Wiegand,Cap Découverte,status.operating,,
Mountain Luge,na,Alpine,,,670,0,Wiegand,Parc de loisirs du Hautacam,status.operating,,
Verdon Express,na,Alpine,,,665,0,Wiegand,Val d'Allos,status.operating,,
Orrian Express,na,Alpine,,,770,0,Wiegand,Les Orres,status.operating,,
Luge Dévale,na,Alpine,,,690,0,Wiegand,Risoul,status.operating,,
Speed Luge,na,Alpine,,,810,0,Wiegand,Autrans,status.operating,,
Luge sur rail,na,Alpine,,,625,0,Wiegand,Alpe d'Huez,status.operating,,
La Comète,na,Alpine,,,710,0,Wiegand,Saint François Longchamp,status.operating,,
Luge,na,Alpine,,,600,0,Wiegand,La Sambuy,status.operating,,
Mountain Twister,na,Alpine,,,770,0,Wiegand,Les Saisies,status.operating,,
Luge 4S,na,Alpine,,,720,0,Wiegand,Les Portes du Mont Blanc,status.operating,,
Luge Alpine Coaster,na,Alpine,,,795,0,Wiegand,Domaine des Planards,status.operating,,
Unnamed Quadruple Launch Coaster,Steel,Sit Down,107,51,1075,3,Intamin,Parc Asterix,status.announced,,
Dragon Coaster,na,Sit Down,,4,80,0,Zamperla,Krisna Funtastic Land,status.operating,,
Atlantis Spin,na,Spinning,35,11,325,0,Golden Horse,Bali Safari and Marine Park,status.operating,,
West Coast Racer,na,Sit Down,88,20,1219,4,Premier Rides,Six Flags Magic Mountain,status.construction,,
Maxx Force,Steel,Sit Down,120,53,,5,S&S,Six Flags Great America,status.operating,,
Batman: The Ride,Steel,4th Dimension,61,37,310,0,S&S,Six Flags Discovery Kingdom,status.announced,,
Crazy Coaster,Steel,Spinning,,15,,0,Fabbri,Jacquou Parc,status.operating,,
Creepy Crawler,na,Sit Down,45,11,325,0,Pinfari,Oakwood,status.operating,,
Crocodile Coaster,na,Sit Down,,,,0,na,Oakwood,status.operating,,
Crazy Loop,na,Sit Down,,11,365,0,Pinfari,Brean Leisure Park,status.operating,,
Ragin' Cajun,na,Sit Down,,13,420,0,Zamperla,Six Flags America,status.operating,,
Tigris,Steel,Sit Down,100,46,260,1,Premier Rides,Busch Gardens Tampa,status.operating,,
RMC Gwazi,Hybrid,Sit Down,,65,,0,RMC,Busch Gardens Tampa,status.construction,,
Super Roller Coaster,Steel,Sit Down,,,,,Gerstlauer,La Récré des trois Curés,status.announced,,
Jet Star,na,Sit Down,50,13,538,0,Schwarzkopf,Luna Park La Palmyre,status.operating,,
Le Dragon,na,Sit Down,,,,0,na,Luna Park La Palmyre,status.operating,,
Mouse Coaster,na,Sit Down,,,,0,na,Luna Park La Palmyre,status.operating,,
Sommerrodelbahn,na,Alpine,,,1000,0,Wiegand,Wald Michelbach,status.operating,,
Moselbob,na,Alpine,,,1075,0,Wiegand,Freizeitsee Triolago,status.operating,,
Rodelbaan,na,Sit Down,,4,,0,na,De Waarbeek,status.operating,,
Lieveheersbeestjes,na,Sit Down,0,0,0,0,na,Julianatoren,status.closed.definitely,,
Jul's RollerSkates,Steel,Sit Down,34,8,207,0,Vekoma,Julianatoren,status.operating,,
Unknown,Steel,Sit Down,,,,0,B&M,Kings Island,status.rumored,,
Unknown Launch Coaster,Steel,Sit Down,90,,,2,Premier Rides,SeaWorld Orlando,status.rumored,,
Pantheon,Steel,Sit Down,117,54,,2,Intamin,Busch Gardens Williamsburg,status.announced,,
Candymonium,Steel,Sit Down,122,64,1413,0,B&M,Hersheypark,status.construction,,
Sky Rocket,na,Sit Down,100,45,263,1,Premier Rides,Chimelong Paradise,status.operating,,
Penguin Coaster,na,Sit Down,,,,0,Zierer,Chimelong Ocean Kingdom,status.operating,,
Jungle Coaster,na,Sit Down,,,,0,Zierer,Chimelong Ocean Kingdom,status.operating,,
Frankie's Mine,Steel,Sit Down,,,80,0,Zamperla,Frontier City,status.construction,,
Speed Chenille,Steel,Sit Down,,,,0,Soquet,Kingoland,status.operating,,
Apollo Coaster,Steel,Sit Down,50,12,434,0,Pinfari,Kingoland,status.operating,,
Unnamed Coaster,Steel,Sit Down,,,,0,Intamin,Vulcania,status.rumored,,
Requin Express,Steel,Sit Down,,,,0,Preston & Barbieri,Cita-Parc,status.operating,,
Paw Patrol,Steel,Sit Down,,4,80,0,Zamperla,Parque de Atracciones de Madrid,status.operating,,
Max & Moritz (Moritz),Steel,Sit Down,,,,0,Mack,Efteling,status.announced,,
Desmo Race (Left),Steel,Sit Down,60,22,525,0,Maurer,Mirabilandia,status.operating,,
Desmo Race (Right),Steel,Sit Down,60,22,525,0,Maurer,Mirabilandia,status.operating,,
Kentucky Flyer,Wooden,Sit Down,56,14,390,0,Gravity Group,Kentucky Kingdom,status.operating,,
Steel Dolphin,Steel,Sit Down,85,33,1028,0,Intamin,Haichang Ocean Park,status.operating,,
Golden Whirlwind,na,Sit Down,69,23,495,3,Sameco,Fantawild Dreamland Wuhu,status.operating,,
Worm Around,na,Sit Down,,,,0,Golden Horse,Fantawild Dreamland Wuhu,status.operating,,
Big Bang,Steel,Sit Down,65,22,530,0,Zierer,Freizeitpark Familienland,status.operating,,
Mumbai Express,Steel,Spinning,,,,0,SBF,Global Village,status.operating,,
London Loop,Steel,Sit Down,60,23,208,0,Vekoma,Global Village,status.operating,,
Mission Ferrari,Steel,Sit Down,72,,531,0,Dynamic Attractions,Ferrari World,status.construction,,
Yolo Works,Steel,Spinning,56,4,29,0,I.E. Park,Fun Works,status.operating,,
Speed Mountain,Steel,Alpine,,,1000,0,Techfun,Les Menuires,status.operating,,
Spin Runway,Steel,Spinning,45,14,448,0,Gerstlauer,Yomiuriland,status.operating,,
Jurassic Twister,Steel,Spinning,47,13,420,0,Zamperla,Parc du Bocasse,status.operating,,
Voltigo,Steel,Spinning,,,,0,Gosetto,Dennlys Parc,status.operating,,
Jungle Mouse,Steel,Sit Down,,,,0,Sansei Yusoki,Hamanako Pal Pal,status.operating,,
Mini Coaster,Steel,Sit Down,,,,0,na,Hamanako Pal Pal,status.operating,,
Captain Jacks Runaway Train,Steel,Sit Down,,,,0,SBF,Pirates Cove Fun Park,status.operating,,
Cliffhanger,Steel,Sit Down,40,12,230,0,I.E. Park,Blackgang Chine,status.operating,,
Voglwuide Sepp,Steel,Sit Down,60,,755,0,Zierer,Egidi-Buckel Rodelparadies,status.operating,,
Lisebergsloopen,Steel,Sit Down,77,25,592,1,Schwarzkopf,Liseberg,status.relocated,,
Snabbtåget,Steel,Sit Down,,,,0,Schwarzkopf,Liseberg,status.closed.definitely,,
HangOver,Steel,Inverted,81,40,309,3,Vekoma,Liseberg,status.relocated,,
Äppelmasken,Steel,Sit Down,,,,0,Pinfari,Ölands Djur & Nöjespark,status.operating,,
Afrika Expressen,Steel,Sit Down,,,,0,Pinfari,Ölands Djur & Nöjespark,status.relocated,,
Jumbo Jet,Steel,Sit Down,,14,460,0,Schwarzkopf,Ölands Djur & Nöjespark,status.operating,,
Tren Bravo (Right),Steel,Sit Down,45,6,394,0,Zamperla,Terra Mítica,status.closed.temporarily,,
Los Simpson,Steel,Sit Down,,,,0,na,Holiday World Maspalomas,status.operating,,
Roller Coaster,Steel,Sit Down,,17,518,0,na,Holiday World Maspalomas,status.operating,,
Family Worm,Steel,Sit Down,,,,0,SBF,Family Park Medulin,status.operating,,
Achtbaan,Steel,Sit Down,,5,220,0,D.P.V. Rides,Speelpark Oud Valkeveen,status.operating,,
Draken Achtbaan,Steel,Sit Down,,,,0,na,Speelpark Oud Valkeveen,status.construction,,
Achtbaan,Steel,Sit Down,32,6,199,0,Zierer,Amusementspark Tivoli,status.operating,,
Dragon Coaster,Steel,Sit Down,,,,0,na,Dinopark,status.operating,,
Achtbaan,Steel,Sit Down,,6,135,0,Preston & Barbieri,Kinderstad Heerlen,status.operating,,
Bruco Mela,Steel,Sit Down,,,,0,na,New Jesolandia,status.operating,,
Magic Mountain,Steel,Sit Down,,,,0,S.D.C.,New Jesolandia,status.operating,,
Roller Coaster,Steel,Sit Down,,17,518,0,na,New Jesolandia,status.operating,,
Geyser,Steel,Sit Down,23,4,58,0,L&T Systems,Gulliverlandia,status.operating,,
Draken,Steel,Sit Down,,6,135,0,Preston & Barbieri,Energylandia,status.construction,,
Alpine-Coaster,Steel,Alpine,,,2920,0,Wiegand,Golm,status.operating,,
Boule et Bill Déboulent,Steel,Spinning,20,4,58,0,Preston & Barbieri,Parc Spirou,status.operating,,
Slime Streak,Steel,Sit Down,60,21,385,0,Chance Rides,Nickelodeon Universe Theme Park,status.construction,,
Sandy's Blasting Bronco,Steel,Sit Down,,,,4,Intamin,Nickelodeon Universe Theme Park,status.construction,,
Surfrider,na,Sit Down,,,,0,Intamin,Nickelodeon Universe Theme Park,status.construction,,
Le Nid du Marsupilami,Steel,4th Dimension,,30,,0,RES,Parc Spirou,status.operating,,
Luge d'été,Steel,Alpine,,,,0,Brandauer,La Colmiane,status.operating,,
Unknown STC,Steel,Inverted,,,,3,Vekoma,Tayto Park,status.rumored,,
Unknown Family Shuttle,Steel,Sit Down,,,,0,Vekoma,Tayto Park,status.rumored,,
Surfrider,Steel,Spinning,90,40,100,0,Intamin,Atallah Happy Land Park,status.operating,,
Terror Twister,Steel,Sit Down,105,46,150,2,Maurer,Fantawild Adventure Zhengzhou,status.operating,,
Terror Twister,Steel,Sit Down,105,46,150,2,Maurer,Nantong Adventure Land,status.operating,,
Crazy Coaster,Steel,Sit Down,85,33,875,10,Intamin,Loca Joy Holiday Theme Park,status.operating,,
Phoenix,Steel,Spinning,65,15,,0,Maurer,Adventureland,status.operating,,
Quantum Leap,Steel,Inverted,105,58,367,3,Vekoma,Sochi-Park,status.operating,,
Dragon,Steel,Sit Down,100,38,1056,4,Mack,Sochi-Park,status.operating,,
Light Speed,Steel,Sit Down,85,31,755,0,Intamin,Visionland,status.operating,,
Crazy Cobra,Steel,Sit Down,96,24,824,4,Premier Rides,Discoveryland,status.operating,,
Thunderchariot,na,Sit Down,85,35,675,4,Zamperla,Discoveryland,status.operating,,
Tantrum,Steel,Sit Down,85,30,380,3,Gerstlauer,Darien Lake,status.operating,,
Noël (Clesse),na,Sit Down,,,,0,na,Foire,status.operating,,
Mako,Steel,Sit Down,,47,,0,B&M,SeaWorld San Diego,status.announced,,
Primordial,na,na,,,,0,na,Lagoon,status.rumored,,
Unnamed wooden coaster,Wooden,Sit Down,,30,,0,GCI,Fantasilandia,status.rumored,,
Unknown Blitz Coaster (Jurassic Park),Steel,Sit Down,,,,0,Intamin,Universal Studios Islands of Adventure,status.rumored,,
Crazy Coaster,Steel,Sit Down,,,,0,na,Foire,status.operating,,
Kamelen,Steel,Sit Down,,,,0,Zierer,Tivoli Gardens,status.operating,,
Mælkevejen,Steel,Sit Down,,,,0,Mack,Tivoli Gardens,status.announced,,
Speedy Beetle,Steel,Spinning,15,,,0,SBF,Luna Park Melbourne,status.operating,,
Freeway Coaster,Steel,Sit Down,,,,0,E&F Miler Industries,Adventure City (Anaheim),status.operating,,
Rewind Racers,Steel,Sit Down,50,12,181,0,Gerstlauer,Adventure City (Anaheim),status.operating,,
Quicksilver Express,Steel,Sit Down,51,11,652,0,Morgan,Gilroy Gardens Family Theme Park,status.operating,,
Timber Twister,Steel,Sit Down,,,,0,Zierer,Gilroy Gardens Family Theme Park,status.operating,,
Pierre de tonnerre,Steel,Spinning,,6,,0,Reverchon,Parc du Petit Prince,status.announced,,
Unknown Wooden Coaster,na,na,,,,0,GCI,SeaWorld San Antonio,status.rumored,,
Unnamed family coaster,Steel,Sit Down,,17,,0,na,Bellewaerde,status.announced,,
Storm Chaser,Steel,Spinning,60,19,430,0,Mack,Paultons Park,status.announced,,
Circus Balancé,Steel,Sit Down,,,,0,Intamin,Efteling,status.rumored,,
Dragon,Steel,Sit Down,,,,0,Zamperla,Mundo Petapa,status.operating,,
Moto Bala,Steel,Motorbike,65,13,364,0,Zamperla,Mundo Petapa,status.operating,,
Raton Loroco,Steel,Sit Down,47,13,420,0,Zamperla,Mundo Petapa,status.operating,,
Relámpago,Steel,Sit Down,70,21,375,3,Zamperla,Mundo Petapa,status.announced,,
Laser Blaster,Steel,Sit Down,,,342,0,Vekoma,Window on China Theme Park,status.operating,,
Mini Mine Train,Steel,Sit Down,,,85,0,Vekoma,Window on China Theme Park,status.operating,,
Maximus' Blitz Bahn,Steel,Sit Down,,,,0,Wiegand,Toverland,status.operating,,
Swamp Fox,Wooden,Sit Down,80,22,805,0,Philadelphia Toboggan Coaster,Family Kingdom Amusement Park,status.operating,,
Kiddie Coaster,Steel,Sit Down,,,,0,D.P.V. Rides,Family Kingdom Amusement Park,status.operating,,
Twist 'n' Shout,Steel,Sit Down,,,,0,Zamperla,Family Kingdom Amusement Park,status.operating,,
Python (2018),Steel,Sit Down,75,29,750,4,Vekoma,Efteling,status.operating,,
Mild Thing,Steel,Sit Down,,,,0,Allan Herschell Company,Valleyfair,status.closed.definitely,,
Panic Coaster - Back Daaan,Steel,Sit Down,,,,0,Gerstlauer,Tokyo Dome City,status.operating,,
Dragon Coaster,Steel,Sit Down,,,,0,Wisdom Rides,Las Vegas Mini Grand Prix,status.operating,,
Noisette Express,Steel,Sit Down,,,220,0,ART Engineering,Nigloland,status.announced,,
Flight School,na,Sit Down,46,11,281,0,Zierer,Tayto Park,status.operating,,
Forest Train,Steel,Sit Down,,,,0,Zamperla,Adventureland,status.operating,,
Kukulcan,Steel,Sit Down,,,,0,Zamperla,Adventureland,status.operating,,
Rocket Cycles,Steel,Motorbike,47,14,300,0,Zamperla,Adventureland,status.operating,,
Luge Monty Express,Steel,Alpine,,,1400,0,Brandauer,Montgenèvre,status.operating,,
Saven,Steel,Sit Down,,24,400,0,Vekoma,Farup Sommerland,status.construction,,
Molines Sensation,Steel,Alpine,,,605,0,Wiegand,Molines-en-Queyras,status.operating,,
Schneisenfeger,Steel,Alpine,,,1599,0,Wiegand,Serfaus Fiss Ladis,status.operating,,
Arena Coaster,Steel,Alpine,,,1130,0,Wiegand,Zillertal Arena,status.operating,,
Firebird,Steel,Floorless,89,31,884,2,B&M,Six Flags America,status.operating,,
Mantis,Steel,Stand Up,97,44,1188,4,B&M,Cedar Point,status.closed.definitely,,
Vortex,Steel,Stand Up,72,28,585,2,B&M,California's Great America,status.closed.definitely,,
Grand Canyon,Steel,Sit Down,,,,0,Togo,Parc de la Vallée,status.operating,,
Seydi Reis,Steel,Sit Down,,,,0,na,Wonderland Eurasia,status.operating,,
Frida,Steel,Sit Down,45,13,247,0,Vekoma,Energylandia,status.operating,,
Venus GP (Reloc),Steel,Sit Down,86,40,1040,1,Maurer,Rusutsu Resort,status.construction,,
Unnamed Wooden Coaster,Wooden,Sit Down,,,,0,Gravity Group,Sea World,status.announced,,
Alton Mouse,Steel,Sit Down,,17,500,0,Vekoma,Alton Towers,status.closed.definitely,,
New Beast,Steel,Sit Down,71,,872,0,Schwarzkopf,Alton Towers,status.closed.definitely,,
Thunderlooper,Steel,Sit Down,85,42,220,0,Schwarzkopf,Alton Towers,status.closed.definitely,,
Monstre (Red),Wooden,Sit Down,,,,0,William J. Cobb,La Ronde,status.operating,,
Mini-Jet Family Coaster,na,na,,,,0,na,Haichang Ocean Park,status.operating,,
Kozmo's Kurves,Steel,Sit Down,,,,0,E&F Miler Industries,Knoebels,status.operating,,
Racer (Left),Wooden,Sit Down,,22,686,0,John Miller,Kennywood,status.operating,,
Racer (Right),Wooden,Sit Down,98,27,1040,0,Philadelphia Toboggan Coaster,Kings Island,status.operating,,
Diggy & Daggy's Tram Coaster,Steel,Sit Down,,,,0,Hoei Sangyo,Tobu Zoo Park,status.operating,,
Vortex,Steel,Sit Down,,21,,2,Arrow,Calaway Park,status.operating,,
Mini Express,Steel,Sit Down,,,,0,Zamperla,Calaway Park,status.operating,,
Bumble Blast,Steel,Sit Down,,,,0,Gosetto,Calaway Park,status.operating,,
Ridge Runner Mountain Coaster,Steel,na,,,1084,0,Wiegand,Blue Mountain,status.operating,,
Ladybug Roller Coaster,Steel,Sit Down,32,9,,0,Zierer,Carousel Gardens,status.operating,,
Eifel Blitz,Steel,Sit Down,,,,0,DAL,Eifelpark,status.operating,,
Eifel-Coaster,Steel,Alpine,,,765,0,Wiegand,Eifelpark,status.operating,,
Käpt'n Jack's Wilde Maus,Steel,Sit Down,45,15,370,0,Maurer,Eifelpark,status.operating,,
Pinball X,Steel,Sit Down,47,13,420,0,Zamperla,Dreamland,status.operating,,
Family Coaster,Steel,Sit Down,,4,80,0,Zamperla,Sea Train Land,status.operating,,
Wild Mouse,Steel,Sit Down,,,,0,Senyo Kogyo,Kariya-shi Kotsu Jido Yuen,status.closed.definitely,,
Kids Coaster,Steel,Sit Down,,,,0,Senyo Kogyo,Kariya-shi Kotsu Jido Yuen,status.operating,,
Kid's Coaster Kujira Ku-Chan,Steel,Sit Down,,,,0,Senyo Kogyo,Akashi Park,status.operating,,
Junior Roller Coaster,Steel,Sit Down,35,9,207,0,Vekoma,Tokushima Familyland,status.operating,,
Mad Mouse,Steel,Sit Down,,,,0,na,Tokushima Familyland,status.operating,,
Vivace,Steel,Sit Down,75,,900,0,na,New Reoma World,status.operating,,
Kids Coaster,Steel,Sit Down,,,,0,na,New Reoma World,status.operating,,
Lady Bird Coaster,Steel,Sit Down,32,9,178,0,Sansei Yusoki,New Reoma World,status.operating,,
Spaceship 2056,Steel,Sit Down,40,,660,0,Sansei Yusoki,New Reoma World,status.operating,,
Imomushi-kun,Steel,Sit Down,,,,0,na,Miroku no Sato,status.operating,,
Himalaya Coaster,Steel,Sit Down,,,,0,Meisho Amusement Machines,Miroku no Sato,status.operating,,
Child Coaster,Steel,Sit Down,,,,0,Ikeda Works,Misaki Park,status.operating,,
Jet Coaster,Steel,Sit Down,,,,0,na,Misaki Park,status.operating,,
New Wild Mouse,Steel,Sit Down,,,,0,Hopkins,Misaki Park,status.operating,,
Dolphin,na,na,,,,0,Senyo Kogyo,Misaki Park,status.closed.definitely,,
Dragon Coaster,na,na,,,,0,Zamperla,Misaki Park,status.closed.definitely,,
Family Coaster,Steel,Sit Down,,,,0,Güven Lunapark,Dymchurch Amusement Park,status.operating,,
